,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence,plot_type
1391,34.0,3.574285714285715,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1392,35.0,3.2796928571428583,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1393,36.0,2.9841071428571433,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1394,37.0,2.727735714285714,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1395,38.0,2.54737142857143,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1396,39.0,2.3751714285714303,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1397,40.0,2.1927999999999988,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1398,41.0,2.01072857142857,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1399,42.0,1.8236499999999987,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1400,43.0,1.6402785714285713,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1401,44.0,1.4798142857142855,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1402,45.0,1.3678785714285704,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1403,46.0,1.2702571428571434,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1404,47.0,1.1511714285714305,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1405,48.0,1.026057142857143,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1406,49.0,0.9092428571428569,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1407,50.0,0.8096214285714284,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1408,51.0,0.7320428571428558,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1409,52.0,0.6700642857142834,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1410,53.0,0.6082285714285688,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1411,54.0,0.5399428571428554,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1412,55.0,0.47538571428571325,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1413,56.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1414,57.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1415,58.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1416,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1417,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1418,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1419,3.0,0.4532000000000055,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1420,4.0,0.5841714285714374,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1421,5.0,0.8172000000000057,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1422,6.0,1.1502928571428583,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1423,7.0,1.5813071428571437,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1424,8.0,2.1155142857142835,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1425,9.0,2.634121428571424,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1426,10.0,3.006442857142851,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1427,11.0,3.431864285714279,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1428,12.0,4.0257714285714234,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1429,13.0,4.709707142857138,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1430,14.0,5.4830999999999985,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1431,15.0,6.315057142857146,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1432,16.0,7.032207142857146,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1433,17.0,7.554385714285718,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1434,18.0,8.044514285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1435,19.0,8.61408571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1436,20.0,9.197249999999997,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1437,21.0,9.680649999999998,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1438,22.0,10.020328571428566,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1439,23.0,10.236757142857137,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1440,24.0,10.365157142857136,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1441,25.0,10.40351428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1442,26.0,10.31405,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1443,27.0,10.054685714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1444,28.0,9.672921428571431,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1445,29.0,9.200685714285717,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1446,30.0,8.748357142857145,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1447,31.0,8.442471428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1448,32.0,8.08747142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1449,33.0,7.542800000000002,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1450,34.0,6.925421428571431,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1451,35.0,6.274978571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1452,36.0,5.596192857142855,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1453,37.0,5.012878571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1454,38.0,4.570985714285716,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1455,39.0,4.145714285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1456,40.0,3.68795714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1457,41.0,3.2271714285714257,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1458,42.0,2.770821428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1459,43.0,2.352992857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1460,44.0,2.017899999999999,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1461,45.0,1.7835785714285692,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1462,46.0,1.5851785714285709,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1463,47.0,1.376178571428574,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1464,48.0,1.1799285714285739,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1465,49.0,1.0068714285714293,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1466,50.0,0.849985714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1467,51.0,0.7232999999999966,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1468,52.0,0.6345428571428572,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1469,53.0,0.5575285714285728,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1470,54.0,0.4862500000000003,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1471,55.0,0.4214071428571405,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1472,56.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1473,57.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1474,58.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1475,0.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1476,1.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1477,2.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1478,3.0,0.42213571428571384,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1479,4.0,0.5453785714285735,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1480,5.0,0.7610928571428579,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1481,6.0,1.0601142857142838,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1482,7.0,1.4573428571428582,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1483,8.0,1.9420357142857165,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1484,9.0,2.400378571428571,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1485,10.0,2.7434928571428583,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1486,11.0,3.125971428571428,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1487,12.0,3.664471428571427,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1488,13.0,4.3150571428571425,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1489,14.0,5.032200000000001,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1490,15.0,5.790571428571426,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1491,16.0,6.4630642857142835,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1492,17.0,6.930999999999999,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1493,18.0,7.367871428571431,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1494,19.0,7.879178571428578,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1495,20.0,8.380328571428572,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1496,21.0,8.81105714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1497,22.0,9.120957142857144,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1498,23.0,9.334378571428573,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1499,24.0,9.49885714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1500,25.0,9.578449999999998,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1501,26.0,9.553399999999996,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1502,27.0,9.393507142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1503,28.0,9.089607142857144,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1504,29.0,8.706842857142858,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1505,30.0,8.3321,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1506,31.0,8.04165714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1507,32.0,7.697392857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1508,33.0,7.192678571428573,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1509,34.0,6.617814285714287,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1510,35.0,6.041078571428573,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1511,36.0,5.456764285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1512,37.0,4.930857142857141,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1513,38.0,4.558542857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1514,39.0,4.222435714285715,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1515,40.0,3.8180499999999986,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1516,41.0,3.4055142857142853,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1517,42.0,2.995278571428571,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1518,43.0,2.580164285714285,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1519,44.0,2.2539357142857153,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1520,45.0,2.0231928571428575,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1521,46.0,1.8051857142857148,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1522,47.0,1.5838857142857135,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1523,48.0,1.3701714285714264,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1524,49.0,1.1774928571428578,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1525,50.0,1.0070142857142872,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1526,51.0,0.8542857142857148,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1527,52.0,0.7419142857142873,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1528,53.0,0.6577500000000011,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1529,54.0,0.5760142857142876,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1530,55.0,0.49070000000000186,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1531,56.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1532,57.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1533,58.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1534,0.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1535,1.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1536,2.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1537,3.0,0.30833571428571205,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1538,4.0,0.3886357142857142,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1539,5.0,0.5332071428571469,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1540,6.0,0.733321428571429,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1541,7.0,0.9875428571428536,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1542,8.0,1.3040428571428566,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1543,9.0,1.6075142857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1544,10.0,1.8230785714285713,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1545,11.0,2.058399999999998,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1546,12.0,2.394928571428571,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1547,13.0,2.8021714285714308,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1548,14.0,3.252364285714285,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1549,15.0,3.7348928571428592,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1550,16.0,4.159600000000004,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1551,17.0,4.4813928571428585,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1552,18.0,4.805328571428573,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1553,19.0,5.1699214285714294,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1554,20.0,5.546092857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1555,21.0,5.916114285714286,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1556,22.0,6.229171428571426,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1557,23.0,6.46577857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1558,24.0,6.6368428571428595,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1559,25.0,6.780707142857144,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1560,26.0,6.895499999999997,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1561,27.0,6.934149999999995,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1562,28.0,6.908814285714283,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1563,29.0,6.849421428571428,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1564,30.0,6.775135714285716,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1565,31.0,6.699107142857142,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1566,32.0,6.56110714285714,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1567,33.0,6.322642857142858,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1568,34.0,6.045814285714288,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1569,35.0,5.73075,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1570,36.0,5.348692857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1571,37.0,5.019178571428569,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1572,38.0,4.8020357142857115,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1573,39.0,4.572728571428572,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1574,40.0,4.316214285714285,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1575,41.0,4.023192857142855,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1576,42.0,3.685657142857143,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1577,43.0,3.3632999999999993,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1578,44.0,3.0813071428571415,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1579,45.0,2.860292857142858,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1580,46.0,2.6601785714285717,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1581,47.0,2.4219785714285718,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1582,48.0,2.1825,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1583,49.0,1.9654999999999996,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1584,50.0,1.7497785714285723,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1585,51.0,1.5599785714285728,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1586,52.0,1.423428571428571,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1587,53.0,1.2970285714285694,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1588,54.0,1.1630428571428573,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
